text,topic,probability,topic_2,probability_2
video diffusion models survey diffusion generative models recently become powerful technique creating modifying highquality coherent video content survey provides comprehensive overview critical components diffusion models video generation including applications architectural design temporal dynamics modeling paper begins discussing core principles mathematical formulations explores various architectural choices methods maintaining temporal consistency taxonomy applications presented categorizing models based input modalities text prompts images videos audio signals advancements texttovideo generation discussed illustrate stateoftheart capabilities limitations current approaches additionally survey summarizes recent developments training evaluation practices including use diverse video image datasets adoption various evaluation metrics assess model performance survey concludes examination ongoing challenges generating longer videos managing computational costs offers insights potential future directions field consolidating latest research developments survey aims serve valuable resource researchers practitioners working video diffusion models website httpsgithubcomndrwmlnkawesomevideodiffusionmodels,-1,0.0,-1,0.0
cage unsupervised visual composition animation controllable video generation field video generation expanded significantly recent years controllable compositional video generation garnering considerable interest methods rely leveraging annotations text objects bounding boxes motion cues require substantial human effort thus limit scalability contrast address challenge controllable compositional video generation without annotations introducing novel unsupervised approach model trained scratch dataset unannotated videos inference time compose plausible novel scenes animate objects placing object parts desired locations space time core innovation method lies unified control format training process video generation conditioned randomly selected subset pretrained selfsupervised local features conditioning compels model learn inpaint missing information video spatially temporally thereby learning inherent compositionality scene dynamics moving objects abstraction level imposed invariance conditioning input minor visual perturbations enable control object motion simply using features desired future locations call model cage stands visual composition animation video generation conduct extensive experiments validate effectiveness cage across various scenarios demonstrating capability accurately follow control generate highquality videos exhibit coherent scene composition realistic animation,-1,0.0,-1,0.0
ardup active region video diffusion universal policies sequential decisionmaking formulated textconditioned video generation problem video planner guided textdefined goal generates future frames visualizing planned actions control actions subsequently derived work introduce active region video diffusion universal policies ardup novel framework videobased policy learning emphasizes generation active regions ie potential interaction areas enhancing conditional policys focus interactive areas critical task execution innovative framework integrates active region conditioning latent diffusion models video planning employs latent representations direct action decoding inverse dynamic modeling utilizing motion cues videos automatic active region discovery method eliminates need manual annotations active regions validate ardups efficacy via extensive experiments simulator cliport realworld dataset bridgedata achieving notable improvements success rates generating convincingly realistic video plans,-1,0.0,-1,0.0
beyouroutpainter mastering video outpainting inputspecific adaptation video outpainting challenging task aiming generating video content outside viewport input video maintaining interframe intraframe consistency existing methods fall short either generation quality flexibility introduce motia mastering video outpainting inputspecific adaptation diffusionbased pipeline leverages intrinsic dataspecific patterns source video imagevideo generative prior effective outpainting motia comprises two main phases inputspecific adaptation patternaware outpainting inputspecific adaptation phase involves conducting efficient effective pseudo outpainting learning singleshot source video process encourages model identify learn patterns within source video well bridging gap standard generative processes outpainting subsequent phase patternaware outpainting dedicated generalization learned patterns generate outpainting outcomes additional strategies including spatialaware insertion noise travel proposed better leverage diffusion models generative prior acquired video patterns source videos extensive evaluations underscore motias superiority outperforming existing stateoftheart methods widely recognized benchmarks notably advancements achieved without necessitating extensive taskspecific tuning,-1,0.0,-1,0.0
videoinfinity distributed long video generation diffusion models recently achieved remarkable results video generation despite encouraging performances generated videos typically constrained small number frames resulting clips lasting merely seconds primary challenges producing longer videos include substantial memory requirements extended processing time required single gpu straightforward solution would split workload across multiple gpus however leads two issues ensuring gpus communicate effectively share timing context information modifying existing video diffusion models usually trained short sequences create longer videos without additional training tackle paper introduce videoinfinity distributed inference pipeline enables parallel processing across multiple gpus longform video generation specifically propose two coherent mechanisms clip parallelism dualscope attention clip parallelism optimizes gathering sharing context information across gpus minimizes communication overhead dualscope attention modulates temporal selfattention balance local global contexts efficiently across devices together two mechanisms join forces distribute workload enable fast generation long videos x nvidia ada gpu setup method generates videos frames approximately minutes enabling long video generation speed times faster prior methods,-1,0.0,-1,0.0
idol unified dualmodal latent diffusion humancentric joint videodepth generation significant advances made humancentric video generation yet joint videodepth generation problem remains underexplored existing monocular depth estimation methods may generalize well synthesized images videos multiviewbased methods difficulty controlling human appearance motion work present idol unified dualmodal latent diffusion highquality humancentric joint videodepth generation idol consists two novel designs first enable dualmodal generation maximize information exchange video depth generation propose unified dualmodal unet parametersharing framework joint video depth denoising wherein modality label guides denoising target crossmodal attention enables mutual information flow second ensure precise videodepth spatial alignment propose motion consistency loss enforces consistency video depth feature motion fields leading harmonized outputs additionally crossattention map consistency loss applied align crossattention map video denoising depth denoising facilitating spatial alignment extensive experiments tiktok datasets show superior performance significantly surpassing existing methods terms video fvd depth accuracy,-1,0.0,-1,0.0
onlyflow optical flow based motion conditioning video diffusion models consider problem texttovideo generation tasks precise control various applications camera movement control videotovideo editing methods tacking problem rely providing userdefined controls binary masks camera movement embeddings approach propose onlyflow approach leveraging optical flow firstly extracted input video condition motion generated videos using text prompt input video onlyflow allows user generate videos respect motion input video well text prompt implemented optical flow estimation model applied input video fed trainable optical flow encoder output feature maps injected texttovideo backbone model perform quantitative qualitative user preference studies show onlyflow positively compares stateoftheart methods wide range tasks even though onlyflow specifically trained tasks onlyflow thus constitutes versatile lightweight yet efficient method controlling motion texttovideo generation models code made available github huggingface,-1,0.0,-1,0.0
consistent scene generation text prompts recent advances diffusion models revolutionized content creation yet generating photorealistic dynamic scenes remains significant challenge existing dynamic generation methods typically rely distilling knowledge pretrained generative models often finetuned synthetic object datasets consequently resulting scenes tend objectcentric lack photorealism texttovideo models generate realistic scenes motion often struggle spatial understanding provide limited control camera viewpoints rendering address limitations present novel scene generation framework departs conventional multiview generative models favor streamlined architecture harnesses video generative models trained diverse realworld datasets method first generates reference video using video generation model employs strategic camera array selection rendering apply progressive warping inpainting technique ensure spatial temporal consistency across multiple viewpoints finally optimize multiview images using dynamic renderer enabling flexible camera control based user preferences adopting trainingfree architecture efficiently produces realistic scenes viewed arbitrary trajectories code made publicly available project page,1,1.0,1,1.0
topa extending large language models video understanding via textonly prealignment recent advancements image understanding benefited extensive use web imagetext pairs however video understanding remains challenge despite availability substantial web videotext data difficulty primarily arises inherent complexity videos inefficient language supervision recent webcollected videotext datasets paper introduce textonly prealignment topa novel approach extend large language models llms video understanding without need pretraining real video data specifically first employ advanced llm automatically generate textual videos comprising continuous textual frames along corresponding annotations simulate real videotext data annotated textual videos used prealign languageonly llm video modality bridge gap textual real videos employ clip model feature extractor align image text modalities textonly prealignment continuous textual frames encoded sequence clip text features analogous continuous clip image features thus aligning llm real video representation extensive experiments including zeroshot evaluation finetuning various video understanding tasks demonstrate topa effective efficient framework aligning video content llms particular without training video data model achieves accuracy challenging longform video understanding benchmark egoschema performance surpasses previous videotext pretraining approaches proves competitive recent video agents,0,0.9987645937649585,0,0.9987645937649585
realmdreamer textdriven scene generation inpainting depth diffusion introduce realmdreamer technique generating forwardfacing scenes text descriptions method optimizes gaussian splatting representation match complex text prompts using pretrained diffusion models key insight leverage inpainting diffusion models conditioned initial scene estimate provide low variance supervision unknown regions distillation conjunction imbue highfidelity geometry geometric distillation depth diffusion model conditioned samples inpainting model find initialization optimization crucial provide principled methodology notably technique doesnt require video multiview data synthesize various highquality scenes different styles complex layouts generality method allows synthesis single image measured comprehensive user study method outperforms existing approaches preferred project page httpsrealmdreamergithubio,-1,0.0,-1,0.0
wildvidfit video virtual tryon wild via imagebased controlled diffusion models video virtual tryon aims generate realistic sequences maintain garment identity adapt persons pose body shape source videos traditional imagebased methods relying warping blending struggle complex human movements occlusions limiting effectiveness video tryon applications moreover videobased models require extensive highquality data substantial computational resources tackle issues reconceptualize video tryon process generating videos conditioned garment descriptions human motion solution wildvidfit employs imagebased controlled diffusion models streamlined onestage approach model conditioned specific garments individuals trained still images rather videos leverages diffusion guidance pretrained models including video masked autoencoder segment smoothness improvement selfsupervised model feature alignment adjacent frame latent space integration markedly boosts models ability maintain temporal coherence enabling effective video tryon within imagebased framework experiments vitonhd dresscode datasets along tests vvt tiktok datasets demonstrate wildvidfits capability generate fluid coherent videos project page website wildvidfitprojectgithubio,-1,0.0,-1,0.0
univg towards unifiedmodal video generation diffusion based video generation received extensive attention achieved considerable success within academic industrial communities however current efforts mainly concentrated singleobjective singletask video generation generation driven text image combination text image fully meet needs realworld application scenarios users likely input images text conditions flexible manner either individually combination address propose unifiedmodal video genearation system capable handling multiple video generation tasks across text image modalities end revisit various video generation tasks within system perspective generative freedom classify highfreedom lowfreedom video generation categories highfreedom video generation employ multicondition cross attention generate videos align semantics input images text lowfreedom video generation introduce biased gaussian noise replace pure random gaussian noise helps better preserve content input conditions method achieves lowest frechet video distance fvd public academic benchmark msrvtt surpasses current opensource methods human evaluations par current closesource method samples visit httpsunivgbaidugithubio,-1,0.0,-1,0.0
trainingfree condition video diffusion models single frame spatialsemantic echocardiogram synthesis conditional video diffusion models cdm shown promising results video synthesis potentially enabling generation realistic echocardiograms address problem data scarcity however current cdms require paired segmentation map echocardiogram dataset present new method called freeecho generating realistic echocardiograms single enddiastolic segmentation map without additional training data method based temporal attention layers model conditioned segmentation map using trainingfree conditioning method based sdedit evaluate model two public echocardiogram datasets camus echonetdynamic show model generate plausible echocardiograms spatially aligned input segmentation map achieving performance comparable trainingbased cdms work opens new possibilities generating echocardiograms single segmentation map used data augmentation domain adaptation applications medical imaging code available,-1,0.0,-1,0.0
inflation diffusion efficient temporal adaptation texttovideo superresolution propose efficient diffusionbased texttovideo superresolution sr tuning approach leverages readily learned capacity pixel level image diffusion model capture spatial information video generation accomplish goal design efficient architecture inflating weightings texttoimage sr model video generation framework additionally incorporate temporal adapter ensure temporal coherence across video frames investigate different tuning approaches based inflated architecture report tradeoffs computational costs superresolution quality empirical evaluation quantitative qualitative shutterstock video dataset demonstrates approach able perform texttovideo sr generation good visual quality temporal consistency evaluate temporal coherence also present visualizations video format,11,0.9235240508025361,11,0.9235240508025361
feedforward scene synthesis sparse views introduce feedforward approach novel view synthesis nvs diverse realworld scenes using sparse observations setting inherently illposed due minimal overlap among input views insufficient visual information provided making challenging conventional methods achieve highquality results addresses effectively combining geometryaware reconstruction temporally consistent video generation specifically refactors feedforward gaussian splatting model render features directly latent space pretrained stable video diffusion svd model features act pose visual cues guide denoising process produce photorealistic views model endtoend trainable supports rendering arbitrary views sparse input views evaluate performance introduce new benchmark using challenging dataset achieves superior visual quality compared stateoftheart methods widesweeping even nvs tasks experiments existing benchmark also confirm effectiveness model video results available project page,1,1.0,1,1.0
vca video curious agent long video understanding long video understanding poses unique challenges due temporal complexity low information density recent works address task sampling numerous frames incorporating auxiliary tools using llms result high computational costs work introduce curiositydriven video agent selfexploration capability dubbed vca built upon vlms vca autonomously navigates video segments efficiently builds comprehensive understanding complex video sequences instead directly sampling frames vca employs treesearch structure explore video segments collect frames rather relying external feedback reward vca leverages vlms selfgenerated intrinsic reward guide exploration enabling capture crucial information reasoning experimental results multiple long video benchmarks demonstrate approachs superior effectiveness efficiency,-1,0.0,-1,0.0
harnessing metalearning improving fullframe video stabilization video stabilization longstanding computer vision problem particularly pixellevel synthesis solutions video stabilization synthesize full frames add complexity task techniques aim stabilize videos synthesizing full frames enhancing stability considered video intensifies complexity task due distinct mix unique motion profiles visual content present video sequence making robust generalization fixed parameters difficult study introduce novel approach enhance performance pixellevel synthesis solutions video stabilization adapting models individual input video sequences proposed adaptation exploits lowlevel visual cues accessible testtime improve stability quality resulting videos highlight efficacy methodology testtime adaptation simple finetuning one models followed significant stability gain via integration metalearning techniques notably significant improvement achieved single adaptation step versatility proposed algorithm demonstrated consistently improving performance various pixellevel synthesis models video stabilization realworld scenarios,9,0.811926514313562,9,0.811926514313562
rethinking video deblurring waveletaware dynamic transformer diffusion model current video deblurring methods limitations recovering highfrequency information since regression losses conservative highfrequency details since diffusion models dms strong capabilities generating highfrequency details consider introducing dms video deblurring task however found directly applying dms video deblurring task following problems dms require many iteration steps generate videos gaussian noise consumes many computational resources dms easily misled blurry artifacts video resulting irrational content distortion deblurred video address issues propose novel video deblurring framework vddiff integrates diffusion model waveletaware dynamic transformer wadt specifically perform diffusion model highly compact latent space generate prior features containing highfrequency information conforms ground truth distribution design wadt preserve recover lowfrequency information video utilizing highfrequency information generated diffusion model extensive experiments show proposed vddiff outperforms sota methods gopro dvd bsd realworld video datasets,-1,0.0,-1,0.0
llmenhanced graph prior meets indoor scene explicit regularization compositional scene synthesis diverse applications across spectrum industries robotics films video games closely mirrors complexity realworld multiobject environments conventional works typically employ shape retrieval based frameworks naturally suffer limited shape diversity recent progresses made object shape generation generative models diffusion models increases shape fidelity however approaches separately treat shape generation layout generation synthesized scenes usually hampered layout collision suggests scenelevel fidelity still underexplored paper aim generating realistic reasonable indoor scenes scene graph enrich priors given scene graph inputs large language model utilized aggregate globalwise features local nodewise edgewise features unified graph encoder graph features extracted guide joint layoutshape generation additional regularization introduced explicitly constrain produced layouts benchmarked sgfront dataset method achieves better scene synthesis especially terms scenelevel fidelity source code released publication,-1,0.0,-1,0.0
sar image synthesis diffusion models recent years diffusion models dms become popular method generating synthetic data achieving samples higher quality quickly became superior generative adversarial networks gans current stateoftheart method generative modeling however potential yet exploited radar lack available training data longstanding problem work specific type dms namely denoising diffusion probabilistic model ddpm adapted sar domain investigate network choice specific diffusion parameters conditional unconditional sar image generation experiments show ddpm qualitatively quantitatively outperforms stateoftheart ganbased methods sar image generation finally show ddpm profits pretraining largescale clutter data generating sar images even higher quality,17,0.9766772052777516,17,0.9766772052777516
feedforward bullettime reconstruction dynamic scenes monocular videos recent advancements static feedforward scene reconstruction demonstrated significant progress highquality novel view synthesis however models often struggle generalizability across diverse environments fail effectively handle dynamic content present btimer short bullettimer first motionaware feedforward model realtime reconstruction novel view synthesis dynamic scenes approach reconstructs full scene gaussian splatting representation given target bullet timestamp aggregating information context frames formulation allows btimer gain scalability generalization leveraging static dynamic scene datasets given casual monocular dynamic video btimer reconstructs bullettime scene within reaching stateoftheart performance static dynamic scene datasets even compared optimizationbased approaches,1,1.0,1,1.0
exploring aigc video quality focus visual harmony videotext consistency domain distribution gap recent advancements texttovideo artificial intelligence generated content aigc remarkable compared traditional videos assessment aigc videos encounters various challenges visual inconsistency defy common sense discrepancies content textual prompt distribution gap various generative models etc target challenges work categorize assessment aigc video quality three dimensions visual harmony videotext consistency domain distribution gap dimension design specific modules provide comprehensive quality assessment aigc videos furthermore research identifies significant variations visual quality fluidity style among videos generated different texttovideo models predicting source generative model make aigc video features discriminative enhances quality assessment performance proposed method used thirdplace winner ntire quality assessment aigenerated content track video demonstrating effectiveness code available httpsgithubcomcoobiwtrivqa,12,0.38016268723809327,12,0.38016268723809327
vcbench controllable benchmark symbolic abstract challenges video cognition recent advancements large videolanguage models lvlms driven development benchmarks designed assess cognitive abilities videobased tasks however existing benchmarks heavily rely webcollected videos paired human annotations modelgenerated questions limit control video content fall short evaluating advanced cognitive abilities involving symbolic elements abstract concepts address limitations introduce vcbench controllable benchmark assess lvlms cognitive abilities involving symbolic abstract concepts varying difficulty levels generating video data pythonbased engine vcbench allows precise control video content creating dynamic taskoriented videos feature complex scenes abstract concepts task pairs tailored question templates target specific cognitive challenges providing rigorous evaluation test evaluation reveals even stateoftheart sota models struggle simple video cognition tasks involving abstract concepts performance sharply dropping video complexity rises findings reveal current limitations lvlms advanced cognitive tasks highlight critical role vcbench driving research toward robust lvlms complex video cognition challenges,0,1.0,0,1.0
conclvd controllable chinese landscape video generation via diffusion model chinese landscape painting gem chinese cultural artistic heritage showcases splendor nature deep observations imaginations painters limited traditional techniques artworks confined static imagery ancient times leaving dynamism landscapes subtleties artistic sentiment viewers imagination recently emerging texttovideo diffusion methods shown significant promise video generation providing hope creation dynamic chinese landscape paintings however challenges lack specific datasets intricacy artistic styles creation extensive highquality videos pose difficulties models generating chinese landscape painting videos paper propose clvhd chinese landscape videohigh definition novel dataset chinese landscape painting videos conclvd controllable chinese landscape video diffusion model utilizes stable diffusion specifically present motion module featuring dual attention mechanism capture dynamic transformations landscape imageries alongside noise adapter leverage unsupervised contrastive learning latent space following generation keyframes employ optical flow frame interpolation enhance video smoothness method retains essence landscape painting imageries also achieves dynamic transitions significantly advancing field artistic video generation source code dataset available,1,1.0,1,1.0
videofoley twostage videotosound generation via temporal event condition foley sound foley sound synthesis crucial multimedia production enhancing user experience synchronizing audio video temporally semantically recent studies automating laborintensive process videotosound generation face significant challenges systems lacking explicit temporal features suffer poor alignment controllability timestampbased models require costly subjective human annotation propose videofoley videotosound system using root mean square rms intuitive condition semantic timbre prompts audio text rms framelevel intensity envelope closely related audio semantics acts temporal event feature guide audio generation video annotationfree selfsupervised learning framework consists two stages incorporating novel ideas including rms discretization rmscontrolnet pretrained texttoaudio model extensive evaluation shows videofoley achieves stateoftheart performance audiovisual alignment controllability sound timing intensity timbre nuance source code model weights demos available companion website httpsjnwnleegithubiovideofoleydemo,8,1.0,8,1.0
ppvf efficient privacypreserving online video fetching framework correlated differential privacy online video streaming evolved integral component contemporary internet landscape yet disclosure user requests presents formidable privacy challenges users stream preferred online videos requests automatically seized video content providers potentially leaking users privacy unfortunately current protection methods wellsuited preserving user request privacy content providers maintaining highquality online video services tackle challenge introduce novel privacypreserving video fetching ppvf framework utilizes trusted edge devices prefetch cache videos ensuring privacy users requests optimizing efficiency edge caching specifically design ppvf three core components textitonline privacy budget scheduler employs theoretically guaranteed online algorithm select nonrequested videos candidates assigned privacy budgets alternative videos chosen online algorithm theoretically guaranteed consider video utilities available privacy budgets textitnoisy video request generator generates redundant video requests addition original ones utilizing correlated differential privacy obfuscate request privacy textitonline video utility predictor leverages federated learning collaboratively evaluate video utility online fashion aiding video selection noise generation finally conduct extensive experiments using realworld video request traces tencent video results demonstrate ppvf effectively safeguards user request privacy upholding high video caching performance,2,1.0,2,1.0
omni world model consistent long video generation video generation models vgms received extensive attention recently serve promising candidates generalpurpose large vision models generate short videos time existing methods achieve long video generation iteratively calling vgms using lastframe output condition nextround generation however last frame contains shortterm finegrained information scene resulting inconsistency long horizon address propose omni world model produce longterm coherent comprehensive conditions consistent long video generation videos observations underlying evolving world propose model longterm developments latent space use vgms film videos specifically represent world latent state variable decoded explicit video observations observations serve basis anticipating temporal dynamics turn update state variable interaction evolving dynamics persistent state enhances diversity consistency long videos extensive experiments show achieves comparable performance sota methods vbenchlong validating ability generate highquality video observations code httpsgithubcomhuangyhowl,-1,0.0,-1,0.0
heartbeat towards controllable echocardiography video synthesis multimodal conditionsguided diffusion models echocardiography echo video widely used cardiac examination clinical procedure heavily relies operator experience needs years training maybe assistance deep learningbased systems enhanced accuracy efficiency however challenging since acquiring sufficient customized data eg abnormal cases novice training deep model development clinically unrealistic hence controllable echo video synthesis highly desirable paper propose novel diffusionbased framework named heartbeat towards controllable highfidelity echo video synthesis highlight threefold first heartbeat serves unified framework enables perceiving multimodal conditions simultaneously guide controllable generation second factorize multimodal conditions local global ones two insertion strategies separately provided fine coarsegrained controls composable flexible manner way users synthesize echo videos conform mental imagery combining multimodal control signals third propose decouple visual concepts temporal dynamics learning using twostage training scheme simplifying model training one interesting thing heartbeat easily generalize maskguided cardiac mri synthesis shots showcasing scalability broader applications extensive experiments two public datasets show efficacy proposed heartbeat,-1,0.0,-1,0.0
trainingfree camera control video generation propose trainingfree robust solution offer camera movement control offtheshelf video diffusion models unlike previous work method require supervised finetuning cameraannotated datasets selfsupervised training via data augmentation instead plugandplay pretrained video diffusion models generate cameracontrollable videos single image text prompt input inspiration work comes layout prior intermediate latents encode generated results thus rearranging noisy pixels cause output content relocate well camera moving could also seen type pixel rearrangement caused perspective change videos reorganized following specific camera motion noisy latents change accordingly building propose camtrol enables robust camera control video diffusion models achieved twostage process first model image layout rearrangement explicit camera movement point cloud space second generate videos camera motion leveraging layout prior noisy latents formed series rearranged images extensive experiments demonstrated superior performance video generation camera motion alignment compared finetuned methods furthermore show capability camtrol generalize various base models well impressive applications scalable motion control dealing complicated trajectories unsupervised video generation videos available httpslifedecodergithubiocamtrol,-1,0.0,-1,0.0
image conductor precision control interactive video synthesis filmmaking animation production often require sophisticated techniques coordinating camera transitions object movements typically involving laborintensive realworld capturing despite advancements generative ai video creation achieving precise control motion interactive video asset generation remains challenging end propose image conductor method precise control camera transitions object movements generate video assets single image wellcultivated training strategy proposed separate distinct camera object motion camera lora weights object lora weights address cinematographic variations illposed trajectories introduce camerafree guidance technique inference enhancing object movements eliminating camera transitions additionally develop trajectoryoriented video motion data curation pipeline training quantitative qualitative experiments demonstrate methods precision finegrained control generating motioncontrollable videos images advancing practical application interactive video synthesis project webpage available httpsliyaoweistugithubioprojectimageconductor,-1,0.0,-1,0.0
vimi grounding video generation multimodal instruction existing texttovideo diffusion models rely solely textonly encoders pretraining limitation stems absence largescale multimodal prompt video datasets resulting lack visual grounding restricting versatility application multimodal integration address construct largescale multimodal prompt dataset employing retrieval methods pair incontext examples given text prompts utilize twostage training strategy enable diverse video generation tasks within model first stage propose multimodal conditional video generation framework pretraining augmented datasets establishing foundational model grounded video generation secondly finetune model first stage three video generation tasks incorporating multimodal instructions process refines models ability handle diverse inputs tasks ensuring seamless integration multimodal information twostage training process vimi demonstrates multimodal understanding capabilities producing contextually rich personalized videos grounded provided inputs shown figure compared previous visual grounded video generation methods vimi synthesize consistent temporally coherent videos large motion retaining semantic control lastly vimi also achieves stateoftheart texttovideo generation results benchmark,-1,0.0,-1,0.0
tugofwar deepfake generation detection multimodal generative models rapidly evolving leading surge generation realistic video audio offers exciting possibilities also serious risks deepfake videos convincingly impersonate individuals particularly garnered attention due potential misuse spreading misinformation creating fraudulent content survey paper examines dual landscape deepfake video generation detection emphasizing need effective countermeasures potential abuses provide comprehensive overview current deepfake generation techniques including face swapping reenactment audiodriven animation leverage cuttingedge technologies like gans diffusion models produce highly realistic fake videos additionally analyze various detection approaches designed differentiate authentic altered videos detecting visual artifacts deploying advanced algorithms pinpoint inconsistencies across video audio signals effectiveness detection methods heavily relies diversity quality datasets used training evaluation discuss evolution deepfake datasets highlighting importance robust diverse frequently updated collections enhance detection accuracy generalizability deepfakes become increasingly indistinguishable authentic content developing advanced detection techniques keep pace generation technologies crucial advocate proactive approach tugofwar deepfake creators detectors emphasizing need continuous research collaboration standardization evaluation metrics creation comprehensive benchmarks,4,0.9319041568896691,4,0.9319041568896691
vitondit learning inthewild video tryon human dance videos via diffusion transformers video tryon stands promising area tremendous realworld potential prior works limited transferring product clothing images onto person videos simple poses backgrounds underperforming casually captured videos recently sora revealed scalability diffusion transformer dit generating lifelike videos featuring realworld scenarios inspired explore propose first ditbased video tryon framework practical inthewild applications named vitondit specifically vitondit consists garment extractor spatialtemporal denoising dit identity preservation controlnet faithfully recover clothing details extracted garment features fused selfattention outputs denoising dit controlnet also introduce novel random selection strategies training interpolated autoregressive iar technique inference facilitate long video generation unlike existing attempts require laborious restrictive construction paired training dataset severely limiting scalability vitondit alleviates relying solely unpaired human dance videos carefully designed multistage training strategy furthermore curate challenging benchmark dataset evaluate performance casual video tryon extensive experiments demonstrate superiority vitondit generating spatiotemporal consistent tryon results inthewild videos complicated human poses,-1,0.0,-1,0.0
trajectoryconditioned generation recent techniques generation synthesize dynamic scenes using supervision pretrained texttovideo models however existing representations motion deformation models timedependent neural representations limited amount motion generatethey synthesize motion extending far beyond bounding box used volume rendering lack flexible motion model contributes gap realism generation methods recent nearphotorealistic video generation models propose trajectoryconditioned generation factors motion global local components represent global motion scenes bounding box using rigid transformation along trajectory parameterized spline learn local deformations conform global trajectory using supervision texttovideo model approach enables synthesis scenes animated along arbitrary trajectories compositional scene generation significant improvements realism amount generated motion evaluate qualitatively user study video results viewed website,1,0.9243191768091636,1,0.9243191768091636
generative video propagation largescale video generation models inherent ability realistically model natural scenes paper demonstrate careful design generative video propagation framework various video tasks addressed unified way leveraging generative power models specifically framework genprop encodes original video selective content encoder propagates changes made first frame using imagetovideo generation model propose data generation scheme cover multiple video tasks based instancelevel video segmentation datasets model trained incorporating mask prediction decoder head optimizing regionaware loss aid encoder preserve original content generation model propagates modified region novel design opens new possibilities editing scenarios genprop allows substantial changes objects shape insertion inserted objects exhibit independent motion removal genprop effectively removes effects like shadows reflections whole video tracking genprop capable tracking objects associated effects together experiment results demonstrate leading performance model various video tasks provide indepth analyses proposed framework,-1,0.0,-1,0.0
omnitokenizer joint imagevideo tokenizer visual generation tokenizer serving translator map intricate visual data compact latent space lies core visual generative models based finding existing tokenizers tailored image video inputs paper presents omnitokenizer transformerbased tokenizer joint image video tokenization omnitokenizer designed spatialtemporal decoupled architecture integrates window causal attention spatial temporal modeling exploit complementary nature image video data propose progressive training strategy omnitokenizer first trained image data fixed resolution develop spatial encoding capacity jointly trained image video data multiple resolutions learn temporal dynamics omnitokenizer first time handles image video inputs within unified framework proves possibility realizing synergy extensive experiments demonstrate omnitokenizer achieves stateoftheart sota reconstruction performance various image video datasets eg reconstruction fid imagenet reconstruction fvd beating previous sota methods respectively additionally also show integrated omnitokenizer language modelbased approaches diffusion models realize advanced visual synthesis performance underscoring superiority versatility method code available httpsgithubcomfoundationvisionomnitokenizer,-1,0.0,-1,0.0
mavin multiaction video generation diffusion models via transition video infilling diffusionbased video generation achieved significant progress yet generating multiple actions occur sequentially remains formidable task directly generating video sequential actions extremely challenging due scarcity finegrained action annotations difficulty establishing temporal semantic correspondences maintaining longterm consistency tackle propose intuitive straightforward solution splicing multiple singleaction video segments sequentially core challenge lies generating smooth natural transitions segments given inherent complexity variability action transitions introduce mavin multiaction video infilling model designed generate transition videos seamlessly connect two given videos forming cohesive integrated sequence mavin incorporates several innovative techniques address challenges transition video infilling task firstly consecutive noising strategy coupled variablelength sampling employed handle large infilling gaps varied generation lengths secondly boundary frame guidance bfg proposed address lack semantic guidance transition generation lastly gaussian filter mixer gfm dynamically manages noise initialization inference mitigating traintest discrepancy preserving generation flexibility additionally introduce new metric cliprs clip relative smoothness evaluate temporal coherence smoothness complementing traditional qualitybased metrics experimental results horse tiger scenarios demonstrate mavins superior performance generating smooth coherent video transitions compared existing methods,9,0.8074240529281956,9,0.8074240529281956
bora biomedical generalist video generation model generative models hold promise revolutionizing medical education robotassisted surgery data augmentation medical ai development diffusion models generate realistic images text prompts recent advancements demonstrated ability create diverse highquality videos however models often struggle generating accurate representations medical procedures detailed anatomical structures paper introduces bora first spatiotemporal diffusion probabilistic model designed textguided biomedical video generation bora leverages transformer architecture pretrained generalpurpose video generation tasks finetuned model alignment instruction tuning using newly established medical video corpus includes paired textvideo data various biomedical fields best knowledge first attempt establish comprehensive annotated biomedical video dataset bora capable generating highquality video data across four distinct biomedical domains adhering medical expert standards demonstrating consistency diversity generalist video generative model holds significant potential enhancing medical consultation decisionmaking particularly resourcelimited settings additionally bora could pave way immersive medical training procedure planning extensive experiments distinct medical modalities endoscopy ultrasound mri cell tracking validate effectiveness model understanding biomedical instructions superior performance across subjects compared stateoftheart generation models,-1,0.0,-1,0.0
