title,abstract,published,authors,url
A General Method to Incorporate Spatial Information into Loss Functions for GAN-based Super-resolution Models,"Generative Adversarial Networks (GANs) have shown great performance on
super-resolution problems since they can generate more visually realistic
images and video frames. However, these models often introduce side effects
into the outputs, such as unexpected artifacts and noises. To reduce these
artifacts and enhance the perceptual quality of the results, in this paper, we
propose a general method that can be effectively used in most GAN-based
super-resolution (SR) models by introducing essential spatial information into
the training process. We extract spatial information from the input data and
incorporate it into the training loss, making the corresponding loss a
spatially adaptive (SA) one. After that, we utilize it to guide the training
process. We will show that the proposed approach is independent of the methods
used to extract the spatial information and independent of the SR tasks and
models. This method consistently guides the training process towards generating
visually pleasing SR images and video frames, substantially mitigating
artifacts and noise, ultimately leading to enhanced perceptual quality.",2024-03-15 17:29:16+00:00,"['Xijun Wang', 'Santiago López-Tapia', 'Alice Lucas', 'Xinyi Wu', 'Rafael Molina', 'Aggelos K. Katsaggelos']",http://arxiv.org/abs/2403.10589v1
FADE: A Dataset for Detecting Falling Objects around Buildings in Video,"Falling objects from buildings can cause severe injuries to pedestrians due
to the great impact force they exert. Although surveillance cameras are
installed around some buildings, it is challenging for humans to capture such
events in surveillance videos due to the small size and fast motion of falling
objects, as well as the complex background. Therefore, it is necessary to
develop methods to automatically detect falling objects around buildings in
surveillance videos. To facilitate the investigation of falling object
detection, we propose a large, diverse video dataset called FADE (FAlling
Object DEtection around Buildings) for the first time. FADE contains 1,881
videos from 18 scenes, featuring 8 falling object categories, 4 weather
conditions, and 4 video resolutions. Additionally, we develop a new object
detection method called FADE-Net, which effectively leverages motion
information and produces small-sized but high-quality proposals for detecting
falling objects around buildings. Importantly, our method is extensively
evaluated and analyzed by comparing it with the previous approaches used for
generic object detection, video object detection, and moving object detection
on the FADE dataset. Experimental results show that the proposed FADE-Net
significantly outperforms other methods, providing an effective baseline for
future research. The dataset and code are publicly available at
https://fadedataset.github.io/FADE.github.io/.",2024-08-11 11:43:56+00:00,"['Zhigang Tu', 'Zitao Gao', 'Zhengbo Zhang', 'Chunluan Zhou', 'Junsong Yuan', 'Bo Du']",http://arxiv.org/abs/2408.05750v1
ReToMe-VA: Recursive Token Merging for Video Diffusion-based Unrestricted Adversarial Attack,"Recent diffusion-based unrestricted attacks generate imperceptible
adversarial examples with high transferability compared to previous
unrestricted attacks and restricted attacks. However, existing works on
diffusion-based unrestricted attacks are mostly focused on images yet are
seldom explored in videos. In this paper, we propose the Recursive Token
Merging for Video Diffusion-based Unrestricted Adversarial Attack (ReToMe-VA),
which is the first framework to generate imperceptible adversarial video clips
with higher transferability. Specifically, to achieve spatial imperceptibility,
ReToMe-VA adopts a Timestep-wise Adversarial Latent Optimization (TALO)
strategy that optimizes perturbations in diffusion models' latent space at each
denoising step. TALO offers iterative and accurate updates to generate more
powerful adversarial frames. TALO can further reduce memory consumption in
gradient computation. Moreover, to achieve temporal imperceptibility, ReToMe-VA
introduces a Recursive Token Merging (ReToMe) mechanism by matching and merging
tokens across video frames in the self-attention module, resulting in
temporally consistent adversarial videos. ReToMe concurrently facilitates
inter-frame interactions into the attack process, inducing more diverse and
robust gradients, thus leading to better adversarial transferability. Extensive
experiments demonstrate the efficacy of ReToMe-VA, particularly in surpassing
state-of-the-art attacks in adversarial transferability by more than 14.16% on
average.",2024-08-10 08:10:30+00:00,"['Ziyi Gao', 'Kai Chen', 'Zhipeng Wei', 'Tingshu Mou', 'Jingjing Chen', 'Zhiyu Tan', 'Hao Li', 'Yu-Gang Jiang']",http://arxiv.org/abs/2408.05479v1
UniMLVG: Unified Framework for Multi-view Long Video Generation with Comprehensive Control Capabilities for Autonomous Driving,"The creation of diverse and realistic driving scenarios has become essential
to enhance perception and planning capabilities of the autonomous driving
system. However, generating long-duration, surround-view consistent driving
videos remains a significant challenge. To address this, we present UniMLVG, a
unified framework designed to generate extended street multi-perspective videos
under precise control. By integrating single- and multi-view driving videos
into the training data, our approach updates a DiT-based diffusion model
equipped with cross-frame and cross-view modules across three stages with multi
training objectives, substantially boosting the diversity and quality of
generated visual content. Importantly, we propose an innovative explicit
viewpoint modeling approach for multi-view video generation to effectively
improve motion transition consistency. Capable of handling various input
reference formats (e.g., text, images, or video), our UniMLVG generates
high-quality multi-view videos according to the corresponding condition
constraints such as 3D bounding boxes or frame-level text descriptions.
Compared to the best models with similar capabilities, our framework achieves
improvements of 48.2% in FID and 35.2% in FVD.",2024-12-06 08:27:53+00:00,"['Rui Chen', 'Zehuan Wu', 'Yichen Liu', 'Yuxin Guo', 'Jingcheng Ni', 'Haifeng Xia', 'Siyu Xia']",http://arxiv.org/abs/2412.04842v3
FIFO-Diffusion: Generating Infinite Videos from Text without Training,"We propose a novel inference technique based on a pretrained diffusion model
for text-conditional video generation. Our approach, called FIFO-Diffusion, is
conceptually capable of generating infinitely long videos without additional
training. This is achieved by iteratively performing diagonal denoising, which
simultaneously processes a series of consecutive frames with increasing noise
levels in a queue; our method dequeues a fully denoised frame at the head while
enqueuing a new random noise frame at the tail. However, diagonal denoising is
a double-edged sword as the frames near the tail can take advantage of cleaner
frames by forward reference but such a strategy induces the discrepancy between
training and inference. Hence, we introduce latent partitioning to reduce the
training-inference gap and lookahead denoising to leverage the benefit of
forward referencing. Practically, FIFO-Diffusion consumes a constant amount of
memory regardless of the target video length given a baseline model, while
well-suited for parallel inference on multiple GPUs. We have demonstrated the
promising results and effectiveness of the proposed methods on existing
text-to-video generation baselines. Generated video examples and source codes
are available at our project page.",2024-05-19 07:48:41+00:00,"['Jihwan Kim', 'Junoh Kang', 'Jinyoung Choi', 'Bohyung Han']",http://arxiv.org/abs/2405.11473v4
A Comprehensive Survey on Synthetic Infrared Image synthesis,"Synthetic infrared (IR) scene and target generation is an important computer
vision problem as it allows the generation of realistic IR images and targets
for training and testing of various applications, such as remote sensing,
surveillance, and target recognition. It also helps reduce the cost and risk
associated with collecting real-world IR data. This survey paper aims to
provide a comprehensive overview of the conventional mathematical
modelling-based methods and deep learning-based methods used for generating
synthetic IR scenes and targets. The paper discusses the importance of
synthetic IR scene and target generation and briefly covers the mathematics of
blackbody and grey body radiations, as well as IR image-capturing methods. The
potential use cases of synthetic IR scenes and target generation are also
described, highlighting the significance of these techniques in various fields.
Additionally, the paper explores possible new ways of developing new techniques
to enhance the efficiency and effectiveness of synthetic IR scenes and target
generation while highlighting the need for further research to advance this
field.",2024-08-13 13:06:50+00:00,"['Avinash Upadhyay', 'Manoj sharma', 'Prerana Mukherjee', 'Amit Singhal', 'Brejesh Lall']",http://arxiv.org/abs/2408.06868v2
ControlNeXt: Powerful and Efficient Control for Image and Video Generation,"Diffusion models have demonstrated remarkable and robust abilities in both
image and video generation. To achieve greater control over generated results,
researchers introduce additional architectures, such as ControlNet, Adapters
and ReferenceNet, to integrate conditioning controls. However, current
controllable generation methods often require substantial additional
computational resources, especially for video generation, and face challenges
in training or exhibit weak control. In this paper, we propose ControlNeXt: a
powerful and efficient method for controllable image and video generation. We
first design a more straightforward and efficient architecture, replacing heavy
additional branches with minimal additional cost compared to the base model.
Such a concise structure also allows our method to seamlessly integrate with
other LoRA weights, enabling style alteration without the need for additional
training. As for training, we reduce up to 90% of learnable parameters compared
to the alternatives. Furthermore, we propose another method called Cross
Normalization (CN) as a replacement for Zero-Convolution' to achieve fast and
stable training convergence. We have conducted various experiments with
different base models across images and videos, demonstrating the robustness of
our method.",2024-08-12 11:41:18+00:00,"['Bohao Peng', 'Jian Wang', 'Yuechen Zhang', 'Wenbo Li', 'Ming-Chang Yang', 'Jiaya Jia']",http://arxiv.org/abs/2408.06070v3
CYCLO: Cyclic Graph Transformer Approach to Multi-Object Relationship Modeling in Aerial Videos,"Video scene graph generation (VidSGG) has emerged as a transformative
approach to capturing and interpreting the intricate relationships among
objects and their temporal dynamics in video sequences. In this paper, we
introduce the new AeroEye dataset that focuses on multi-object relationship
modeling in aerial videos. Our AeroEye dataset features various drone scenes
and includes a visually comprehensive and precise collection of predicates that
capture the intricate relationships and spatial arrangements among objects. To
this end, we propose the novel Cyclic Graph Transformer (CYCLO) approach that
allows the model to capture both direct and long-range temporal dependencies by
continuously updating the history of interactions in a circular manner. The
proposed approach also allows one to handle sequences with inherent cyclical
patterns and process object relationships in the correct sequential order.
Therefore, it can effectively capture periodic and overlapping relationships
while minimizing information loss. The extensive experiments on the AeroEye
dataset demonstrate the effectiveness of the proposed CYCLO model,
demonstrating its potential to perform scene understanding on drone videos.
Finally, the CYCLO method consistently achieves State-of-the-Art (SOTA) results
on two in-the-wild scene graph generation benchmarks, i.e., PVSG and ASPIRe.",2024-06-03 06:24:55+00:00,"['Trong-Thuan Nguyen', 'Pha Nguyen', 'Xin Li', 'Jackson Cothren', 'Alper Yilmaz', 'Khoa Luu']",http://arxiv.org/abs/2406.01029v4
MeshBrush: Painting the Anatomical Mesh with Neural Stylization for Endoscopy,"Style transfer is a promising approach to close the sim-to-real gap in
medical endoscopy. Rendering synthetic endoscopic videos by traversing
pre-operative scans (such as MRI or CT) can generate structurally accurate
simulations as well as ground truth camera poses and depth maps. Although
image-to-image (I2I) translation models such as CycleGAN can imitate realistic
endoscopic images from these simulations, they are unsuitable for
video-to-video synthesis due to the lack of temporal consistency, resulting in
artifacts between frames. We propose MeshBrush, a neural mesh stylization
method to synthesize temporally consistent videos with differentiable
rendering. MeshBrush uses the underlying geometry of patient imaging data while
leveraging existing I2I methods. With learned per-vertex textures, the stylized
mesh guarantees consistency while producing high-fidelity outputs. We
demonstrate that mesh stylization is a promising approach for creating
realistic simulations for downstream tasks such as training networks and
preoperative planning. Although our method is tested and designed for
ureteroscopy, its components are transferable to general endoscopic and
laparoscopic procedures. The code will be made public on GitHub.",2024-04-03 18:40:48+00:00,"['John J. Han', 'Ayberk Acar', 'Nicholas Kavoussi', 'Jie Ying Wu']",http://arxiv.org/abs/2404.02999v2
Beyond Deepfake Images: Detecting AI-Generated Videos,"Recent advances in generative AI have led to the development of techniques to
generate visually realistic synthetic video. While a number of techniques have
been developed to detect AI-generated synthetic images, in this paper we show
that synthetic image detectors are unable to detect synthetic videos. We
demonstrate that this is because synthetic video generators introduce
substantially different traces than those left by image generators. Despite
this, we show that synthetic video traces can be learned, and used to perform
reliable synthetic video detection or generator source attribution even after
H.264 re-compression. Furthermore, we demonstrate that while detecting videos
from new generators through zero-shot transferability is challenging, accurate
detection of videos from a new generator can be achieved through few-shot
learning.",2024-04-24 16:19:31+00:00,"['Danial Samadi Vahdati', 'Tai D. Nguyen', 'Aref Azizpour', 'Matthew C. Stamm']",http://arxiv.org/abs/2404.15955v1
Can Generative AI Replace Immunofluorescent Staining Processes? A Comparison Study of Synthetically Generated CellPainting Images from Brightfield,"Cell imaging assays utilizing fluorescence stains are essential for observing
sub-cellular organelles and their responses to perturbations. Immunofluorescent
staining process is routinely in labs, however the recent innovations in
generative AI is challenging the idea of IF staining are required. This is
especially true when the availability and cost of specific fluorescence dyes is
a problem to some labs. Furthermore, staining process takes time and leads to
inter-intra technician and hinders downstream image and data analysis, and the
reusability of image data for other projects. Recent studies showed the use of
generated synthetic immunofluorescence (IF) images from brightfield (BF) images
using generative AI algorithms in the literature. Therefore, in this study, we
benchmark and compare five models from three types of IF generation backbones,
CNN, GAN, and diffusion models, using a publicly available dataset. This paper
not only serves as a comparative study to determine the best-performing model
but also proposes a comprehensive analysis pipeline for evaluating the efficacy
of generators in IF image synthesis. We highlighted the potential of deep
learning-based generators for IF image synthesis, while also discussed
potential issues and future research directions. Although generative AI shows
promise in simplifying cell phenotyping using only BF images with IF staining,
further research and validations are needed to address the key challenges of
model generalisability, batch effects, feature relevance and computational
costs.",2024-06-15 09:42:11+00:00,"['Xiaodan Xing', 'Siofra Murdoch', 'Chunling Tang', 'Giorgos Papanastasiou', 'Jan Cross-Zamirski', 'Yunzhe Guo', 'Xianglu Xiao', 'Carola-Bibiane Schönlieb', 'Yinhai Wang', 'Guang Yang']",http://arxiv.org/abs/2407.09507v2
InfiniCube: Unbounded and Controllable Dynamic 3D Driving Scene Generation with World-Guided Video Models,"We present InfiniCube, a scalable method for generating unbounded dynamic 3D
driving scenes with high fidelity and controllability. Previous methods for
scene generation either suffer from limited scales or lack geometric and
appearance consistency along generated sequences. In contrast, we leverage the
recent advancements in scalable 3D representation and video models to achieve
large dynamic scene generation that allows flexible controls through HD maps,
vehicle bounding boxes, and text descriptions. First, we construct a
map-conditioned sparse-voxel-based 3D generative model to unleash its power for
unbounded voxel world generation. Then, we re-purpose a video model and ground
it on the voxel world through a set of carefully designed pixel-aligned
guidance buffers, synthesizing a consistent appearance. Finally, we propose a
fast feed-forward approach that employs both voxel and pixel branches to lift
the dynamic videos to dynamic 3D Gaussians with controllable objects. Our
method can generate controllable and realistic 3D driving scenes, and extensive
experiments validate the effectiveness and superiority of our model.",2024-12-05 07:32:20+00:00,"['Yifan Lu', 'Xuanchi Ren', 'Jiawei Yang', 'Tianchang Shen', 'Zhangjie Wu', 'Jun Gao', 'Yue Wang', 'Siheng Chen', 'Mike Chen', 'Sanja Fidler', 'Jiahui Huang']",http://arxiv.org/abs/2412.03934v1
Make a Cheap Scaling: A Self-Cascade Diffusion Model for Higher-Resolution Adaptation,"Diffusion models have proven to be highly effective in image and video
generation; however, they encounter challenges in the correct composition of
objects when generating images of varying sizes due to single-scale training
data. Adapting large pre-trained diffusion models to higher resolution demands
substantial computational and optimization resources, yet achieving generation
capabilities comparable to low-resolution models remains challenging. This
paper proposes a novel self-cascade diffusion model that leverages the
knowledge gained from a well-trained low-resolution image/video generation
model, enabling rapid adaptation to higher-resolution generation. Building on
this, we employ the pivot replacement strategy to facilitate a tuning-free
version by progressively leveraging reliable semantic guidance derived from the
low-resolution model. We further propose to integrate a sequence of learnable
multi-scale upsampler modules for a tuning version capable of efficiently
learning structural details at a new scale from a small amount of newly
acquired high-resolution training data. Compared to full fine-tuning, our
approach achieves a $5\times$ training speed-up and requires only 0.002M tuning
parameters. Extensive experiments demonstrate that our approach can quickly
adapt to higher-resolution image and video synthesis by fine-tuning for just
$10k$ steps, with virtually no additional inference time.",2024-02-16 07:48:35+00:00,"['Lanqing Guo', 'Yingqing He', 'Haoxin Chen', 'Menghan Xia', 'Xiaodong Cun', 'Yufei Wang', 'Siyu Huang', 'Yong Zhang', 'Xintao Wang', 'Qifeng Chen', 'Ying Shan', 'Bihan Wen']",http://arxiv.org/abs/2402.10491v2
VLOGGER: Multimodal Diffusion for Embodied Avatar Synthesis,"We propose VLOGGER, a method for audio-driven human video generation from a
single input image of a person, which builds on the success of recent
generative diffusion models. Our method consists of 1) a stochastic
human-to-3d-motion diffusion model, and 2) a novel diffusion-based architecture
that augments text-to-image models with both spatial and temporal controls.
This supports the generation of high quality video of variable length, easily
controllable through high-level representations of human faces and bodies. In
contrast to previous work, our method does not require training for each
person, does not rely on face detection and cropping, generates the complete
image (not just the face or the lips), and considers a broad spectrum of
scenarios (e.g. visible torso or diverse subject identities) that are critical
to correctly synthesize humans who communicate. We also curate MENTOR, a new
and diverse dataset with 3d pose and expression annotations, one order of
magnitude larger than previous ones (800,000 identities) and with dynamic
gestures, on which we train and ablate our main technical contributions.
  VLOGGER outperforms state-of-the-art methods in three public benchmarks,
considering image quality, identity preservation and temporal consistency while
also generating upper-body gestures. We analyze the performance of VLOGGER with
respect to multiple diversity metrics, showing that our architectural choices
and the use of MENTOR benefit training a fair and unbiased model at scale.
Finally we show applications in video editing and personalization.",2024-03-13 17:59:02+00:00,"['Enric Corona', 'Andrei Zanfir', 'Eduard Gabriel Bazavan', 'Nikos Kolotouros', 'Thiemo Alldieck', 'Cristian Sminchisescu']",http://arxiv.org/abs/2403.08764v1
4D Gaussian Splatting: Modeling Dynamic Scenes with Native 4D Primitives,"Dynamic 3D scene representation and novel view synthesis from captured videos
are crucial for enabling immersive experiences required by AR/VR and metaverse
applications. However, this task is challenging due to the complexity of
unconstrained real-world scenes and their temporal dynamics. In this paper, we
frame dynamic scenes as a spatio-temporal 4D volume learning problem, offering
a native explicit reformulation with minimal assumptions about motion, which
serves as a versatile dynamic scene learning framework. Specifically, we
represent a target dynamic scene using a collection of 4D Gaussian primitives
with explicit geometry and appearance features, dubbed as 4D Gaussian splatting
(4DGS). This approach can capture relevant information in space and time by
fitting the underlying spatio-temporal volume. Modeling the spacetime as a
whole with 4D Gaussians parameterized by anisotropic ellipses that can rotate
arbitrarily in space and time, our model can naturally learn view-dependent and
time-evolved appearance with 4D spherindrical harmonics. Notably, our 4DGS
model is the first solution that supports real-time rendering of
high-resolution, photorealistic novel views for complex dynamic scenes. To
enhance efficiency, we derive several compact variants that effectively reduce
memory footprint and mitigate the risk of overfitting. Extensive experiments
validate the superiority of 4DGS in terms of visual quality and efficiency
across a range of dynamic scene-related tasks (e.g., novel view synthesis, 4D
generation, scene understanding) and scenarios (e.g., single object, indoor
scenes, driving environments, synthetic and real data).",2024-12-30 05:30:26+00:00,"['Zeyu Yang', 'Zijie Pan', 'Xiatian Zhu', 'Li Zhang', 'Yu-Gang Jiang', 'Philip H. S. Torr']",http://arxiv.org/abs/2412.20720v1
Diffusion4D: Fast Spatial-temporal Consistent 4D Generation via Video Diffusion Models,"The availability of large-scale multimodal datasets and advancements in
diffusion models have significantly accelerated progress in 4D content
generation. Most prior approaches rely on multiple image or video diffusion
models, utilizing score distillation sampling for optimization or generating
pseudo novel views for direct supervision. However, these methods are hindered
by slow optimization speeds and multi-view inconsistency issues. Spatial and
temporal consistency in 4D geometry has been extensively explored respectively
in 3D-aware diffusion models and traditional monocular video diffusion models.
Building on this foundation, we propose a strategy to migrate the temporal
consistency in video diffusion models to the spatial-temporal consistency
required for 4D generation. Specifically, we present a novel framework,
\textbf{Diffusion4D}, for efficient and scalable 4D content generation.
Leveraging a meticulously curated dynamic 3D dataset, we develop a 4D-aware
video diffusion model capable of synthesizing orbital views of dynamic 3D
assets. To control the dynamic strength of these assets, we introduce a
3D-to-4D motion magnitude metric as guidance. Additionally, we propose a novel
motion magnitude reconstruction loss and 3D-aware classifier-free guidance to
refine the learning and generation of motion dynamics. After obtaining orbital
views of the 4D asset, we perform explicit 4D construction with Gaussian
splatting in a coarse-to-fine manner. The synthesized multi-view consistent 4D
image set enables us to swiftly generate high-fidelity and diverse 4D assets
within just several minutes. Extensive experiments demonstrate that our method
surpasses prior state-of-the-art techniques in terms of generation efficiency
and 4D geometry consistency across various prompt modalities.",2024-05-26 17:47:34+00:00,"['Hanwen Liang', 'Yuyang Yin', 'Dejia Xu', 'Hanxue Liang', 'Zhangyang Wang', 'Konstantinos N. Plataniotis', 'Yao Zhao', 'Yunchao Wei']",http://arxiv.org/abs/2405.16645v1
One-Click Upgrade from 2D to 3D: Sandwiched RGB-D Video Compression for Stereoscopic Teleconferencing,"Stereoscopic video conferencing is still challenging due to the need to
compress stereo RGB-D video in real-time. Though hardware implementations of
standard video codecs such as H.264 / AVC and HEVC are widely available, they
are not designed for stereoscopic videos and suffer from reduced quality and
performance. Specific multiview or 3D extensions of these codecs are complex
and lack efficient implementations. In this paper, we propose a new approach to
upgrade a 2D video codec to support stereo RGB-D video compression, by wrapping
it with a neural pre- and post-processor pair. The neural networks are
end-to-end trained with an image codec proxy, and shown to work with a more
sophisticated video codec. We also propose a geometry-aware loss function to
improve rendering quality. We train the neural pre- and post-processors on a
synthetic 4D people dataset, and evaluate it on both synthetic and
real-captured stereo RGB-D videos. Experimental results show that the neural
networks generalize well to unseen data and work out-of-box with various video
codecs. Our approach saves about 30% bit-rate compared to a conventional video
coding scheme and MV-HEVC at the same level of rendering quality from a novel
view, without the need of a task-specific hardware upgrade.",2024-04-15 17:56:05+00:00,"['Yueyu Hu', 'Onur G. Guleryuz', 'Philip A. Chou', 'Danhang Tang', 'Jonathan Taylor', 'Rus Maxham', 'Yao Wang']",http://arxiv.org/abs/2404.09979v1
A Vlogger-augmented Graph Neural Network Model for Micro-video Recommendation,"Existing micro-video recommendation models exploit the interactions between
users and micro-videos and/or multi-modal information of micro-videos to
predict the next micro-video a user will watch, ignoring the information
related to vloggers, i.e., the producers of micro-videos. However, in
micro-video scenarios, vloggers play a significant role in user-video
interactions, since vloggers generally focus on specific topics and users tend
to follow the vloggers they are interested in. Therefore, in the paper, we
propose a vlogger-augmented graph neural network model VA-GNN, which takes the
effect of vloggers into consideration. Specifically, we construct a tripartite
graph with users, micro-videos, and vloggers as nodes, capturing user
preferences from different views, i.e., the video-view and the vlogger-view.
Moreover, we conduct cross-view contrastive learning to keep the consistency
between node embeddings from the two different views. Besides, when predicting
the next user-video interaction, we adaptively combine the user preferences for
a video itself and its vlogger. We conduct extensive experiments on two
real-world datasets. The experimental results show that VA-GNN outperforms
multiple existing GNN-based recommendation models.",2024-05-28 15:13:29+00:00,"['Weijiang Lai', 'Beihong Jin', 'Beibei Li', 'Yiyuan Zheng', 'Rui Zhao']",http://arxiv.org/abs/2405.18260v1
DL-KDD: Dual-Light Knowledge Distillation for Action Recognition in the Dark,"Human action recognition in dark videos is a challenging task for computer
vision. Recent research focuses on applying dark enhancement methods to improve
the visibility of the video. However, such video processing results in the loss
of critical information in the original (un-enhanced) video. Conversely,
traditional two-stream methods are capable of learning information from both
original and processed videos, but it can lead to a significant increase in the
computational cost during the inference phase in the task of video
classification. To address these challenges, we propose a novel teacher-student
video classification framework, named Dual-Light KnowleDge Distillation for
Action Recognition in the Dark (DL-KDD). This framework enables the model to
learn from both original and enhanced video without introducing additional
computational cost during inference. Specifically, DL-KDD utilizes the strategy
of knowledge distillation during training. The teacher model is trained with
enhanced video, and the student model is trained with both the original video
and the soft target generated by the teacher model. This teacher-student
framework allows the student model to predict action using only the original
input video during inference. In our experiments, the proposed DL-KDD framework
outperforms state-of-the-art methods on the ARID, ARID V1.5, and Dark-48
datasets. We achieve the best performance on each dataset and up to a 4.18%
improvement on Dark-48, using only original video inputs, thus avoiding the use
of two-stream framework or enhancement modules for inference. We further
validate the effectiveness of the distillation strategy in ablative
experiments. The results highlight the advantages of our knowledge distillation
framework in dark human action recognition.",2024-06-04 16:38:06+00:00,"['Chi-Jui Chang', 'Oscar Tai-Yuan Chen', 'Vincent S. Tseng']",http://arxiv.org/abs/2406.02468v1
VideoLLM-online: Online Video Large Language Model for Streaming Video,"Recent Large Language Models have been enhanced with vision capabilities,
enabling them to comprehend images, videos, and interleaved vision-language
content. However, the learning methods of these large multimodal models
typically treat videos as predetermined clips, making them less effective and
efficient at handling streaming video inputs. In this paper, we propose a novel
Learning-In-Video-Stream (LIVE) framework, which enables temporally aligned,
long-context, and real-time conversation within a continuous video stream. Our
LIVE framework comprises comprehensive approaches to achieve video streaming
dialogue, encompassing: (1) a training objective designed to perform language
modeling for continuous streaming inputs, (2) a data generation scheme that
converts offline temporal annotations into a streaming dialogue format, and (3)
an optimized inference pipeline to speed up the model responses in real-world
video streams. With our LIVE framework, we built VideoLLM-online model upon
Llama-2/Llama-3 and demonstrate its significant advantages in processing
streaming videos. For instance, on average, our model can support streaming
dialogue in a 5-minute video clip at over 10 FPS on an A100 GPU. Moreover, it
also showcases state-of-the-art performance on public offline video benchmarks,
such as recognition, captioning, and forecasting. The code, model, data, and
demo have been made available at https://showlab.github.io/videollm-online.",2024-06-17 17:55:32+00:00,"['Joya Chen', 'Zhaoyang Lv', 'Shiwei Wu', 'Kevin Qinghong Lin', 'Chenan Song', 'Difei Gao', 'Jia-Wei Liu', 'Ziteng Gao', 'Dongxing Mao', 'Mike Zheng Shou']",http://arxiv.org/abs/2406.11816v1
CLIPVQA:Video Quality Assessment via CLIP,"In learning vision-language representations from web-scale data, the
contrastive language-image pre-training (CLIP) mechanism has demonstrated a
remarkable performance in many vision tasks. However, its application to the
widely studied video quality assessment (VQA) task is still an open issue. In
this paper, we propose an efficient and effective CLIP-based Transformer method
for the VQA problem (CLIPVQA). Specifically, we first design an effective video
frame perception paradigm with the goal of extracting the rich spatiotemporal
quality and content information among video frames. Then, the spatiotemporal
quality features are adequately integrated together using a self-attention
mechanism to yield video-level quality representation. To utilize the quality
language descriptions of videos for supervision, we develop a CLIP-based
encoder for language embedding, which is then fully aggregated with the
generated content information via a cross-attention module for producing
video-language representation. Finally, the video-level quality and
video-language representations are fused together for final video quality
prediction, where a vectorized regression loss is employed for efficient
end-to-end optimization. Comprehensive experiments are conducted on eight
in-the-wild video datasets with diverse resolutions to evaluate the performance
of CLIPVQA. The experimental results show that the proposed CLIPVQA achieves
new state-of-the-art VQA performance and up to 37% better generalizability than
existing benchmark VQA methods. A series of ablation studies are also performed
to validate the effectiveness of each module in CLIPVQA.",2024-07-06 02:32:28+00:00,"['Fengchuang Xing', 'Mingjie Li', 'Yuan-Gen Wang', 'Guopu Zhu', 'Xiaochun Cao']",http://arxiv.org/abs/2407.04928v1
Learning Video Context as Interleaved Multimodal Sequences,"Narrative videos, such as movies, pose significant challenges in video
understanding due to their rich contexts (characters, dialogues, storylines)
and diverse demands (identify who, relationship, and reason). In this paper, we
introduce MovieSeq, a multimodal language model developed to address the wide
range of challenges in understanding video contexts. Our core idea is to
represent videos as interleaved multimodal sequences (including images, plots,
videos, and subtitles), either by linking external knowledge databases or using
offline models (such as whisper for subtitles). Through instruction-tuning,
this approach empowers the language model to interact with videos using
interleaved multimodal instructions. For example, instead of solely relying on
video as input, we jointly provide character photos alongside their names and
dialogues, allowing the model to associate these elements and generate more
comprehensive responses. To demonstrate its effectiveness, we validate
MovieSeq's performance on six datasets (LVU, MAD, Movienet, CMD, TVC, MovieQA)
across five settings (video classification, audio description, video-text
retrieval, video captioning, and video question-answering). The code will be
public at https://github.com/showlab/MovieSeq.",2024-07-31 17:23:57+00:00,"['Kevin Qinghong Lin', 'Pengchuan Zhang', 'Difei Gao', 'Xide Xia', 'Joya Chen', 'Ziteng Gao', 'Jinheng Xie', 'Xuhong Xiao', 'Mike Zheng Shou']",http://arxiv.org/abs/2407.21757v2
E.T. Bench: Towards Open-Ended Event-Level Video-Language Understanding,"Recent advances in Video Large Language Models (Video-LLMs) have demonstrated
their great potential in general-purpose video understanding. To verify the
significance of these models, a number of benchmarks have been proposed to
diagnose their capabilities in different scenarios. However, existing
benchmarks merely evaluate models through video-level question-answering,
lacking fine-grained event-level assessment and task diversity. To fill this
gap, we introduce E.T. Bench (Event-Level & Time-Sensitive Video Understanding
Benchmark), a large-scale and high-quality benchmark for open-ended event-level
video understanding. Categorized within a 3-level task taxonomy, E.T. Bench
encompasses 7.3K samples under 12 tasks with 7K videos (251.4h total length)
under 8 domains, providing comprehensive evaluations. We extensively evaluated
8 Image-LLMs and 12 Video-LLMs on our benchmark, and the results reveal that
state-of-the-art models for coarse-level (video-level) understanding struggle
to solve our fine-grained tasks, e.g., grounding event-of-interests within
videos, largely due to the short video context length, improper time
representations, and lack of multi-event training data. Focusing on these
issues, we further propose a strong baseline model, E.T. Chat, together with an
instruction-tuning dataset E.T. Instruct 164K tailored for fine-grained
event-level understanding. Our simple but effective solution demonstrates
superior performance in multiple scenarios.",2024-09-26 17:53:04+00:00,"['Ye Liu', 'Zongyang Ma', 'Zhongang Qi', 'Yang Wu', 'Ying Shan', 'Chang Wen Chen']",http://arxiv.org/abs/2409.18111v1
